user ID,IG account,FB account
B08502034,B08502034_,B08502034_
B08902028,B08902028_,B08902028_
B08901346,B08901346_,B08901346_
B09306041,B09306041_,B09306041_
B09502005,B09502005_,B09502005_
B09606033,B09606033_,B09606033_
B10405004,B10405004_,B10405004_
R11522055,R11522055_,R11522055_
B11301239,B11301239_,B11301239_
B08317044,B08317044_,B08317044_
B08611240,B08611240_,B08611240_
B10A04017,B10A04017_,B10A04017_
B09404012,B09404012_,B09404012_
R11253023,R11253023_,R11253023_
B10202119,B10202119_,B10202119_
B09902039,B09902039_,B09902039_
B09501126,B09501126_,B09501126_
B08802025,B08802025_,B08802025_
B11305003,B11305003_,B11305003_
B09202089,B09202089_,B09202089_
R11122016,R11122016_,R11122016_
B11H01053,B11H01053_,B11H01053_
B08103003,B08103003_,B08103003_
B09101073,B09101073_,B09101073_
B09107039,B09107039_,B09107039_
B09902043,B09902043_,B09902043_
B11101120,B11101120_,B11101120_
B08202036,B08202036_,B08202036_
R11941068,R11941068_,R11941068_
B09702025,B09702025_,B09702025_
B10A05003,B10A05003_,B10A05003_
B09501207,B09501207_,B09501207_
B10701109,B10701109_,B10701109_
B10201043,B10201043_,B10201043_
B08302106,B08302106_,B08302106_
R11H45007,R11H45007_,R11H45007_
B11611204,B11611204_,B11611204_
B11H04011,B11H04011_,B11H04011_
B09605003,B09605003_,B09605003_
B10203082,B10203082_,B10203082_
B09107074,B09107074_,B09107074_
B08904034,B08904034_,B08904034_
R11324093,R11324093_,R11324093_
B09305004,B09305004_,B09305004_
R10222339,R10222339_,R10222339_
R10321015,R10321015_,R10321015_
F08921231,F08921231_,F08921231_
B09502029,B09502029_,B09502029_
R10A26023,R10A26023_,R10A26023_
B06203018,B06203018_,B06203018_
F08923039,F08923039_,F08923039_
B11403152,B11403152_,B11403152_
B10207055,B10207055_,B10207055_
B11501204,B11501204_,B11501204_
B09612106,B09612106_,B09612106_
B11605024,B11605024_,B11605024_
B12111011,B12111011_,B12111011_
B08807023,B08807023_,B08807023_
B10202025,B10202025_,B10202025_
B08107039,B08107039_,B08107039_
B10201111,B10201111_,B10201111_
B08603044,B08603044_,B08603044_
B09504081,B09504081_,B09504081_
B11702027,B11702027_,B11702027_
B11107033,B11107033_,B11107033_
B11301014,B11301014_,B11301014_
B11311004,B11311004_,B11311004_
B11B04013,B11B04013_,B11B04013_
B10703049,B10703049_,B10703049_
F10943026,F10943026_,F10943026_
R10143038,R10143038_,R10143038_
D05945024,D05945024_,D05945024_
B11309011,B11309011_,B11309011_
R09626041,R09626041_,R09626041_
B11205024,B11205024_,B11205024_
B11203003,B11203003_,B11203003_
B09402055,B09402055_,B09402055_
B11613042,B11613042_,B11613042_
B11303116,B11303116_,B11303116_
B11503039,B11503039_,B11503039_
B09101066,B09101066_,B09101066_
B10B01072,B10B01072_,B10B01072_
R10222150,R10222150_,R10222150_
B09403006,B09403006_,B09403006_
B11601102,B11601102_,B11601102_
B08107021,B08107021_,B08107021_
R10921015,R10921015_,R10921015_
B08611165,B08611165_,B08611165_
B11101004,B11101004_,B11101004_
B10601097,B10601097_,B10601097_
B11704034,B11704034_,B11704034_
B11801239,B11801239_,B11801239_
R11629080,R11629080_,R11629080_
B10304204,B10304204_,B10304204_
B09401066,B09401066_,B09401066_
B11707013,B11707013_,B11707013_
R10141347,R10141347_,R10141347_
B09401347,B09401347_,B09401347_
B10309019,B10309019_,B10309019_
B08101043,B08101043_,B08101043_
B11904026,B11904026_,B11904026_
B09A02010,B09A02010_,B09A02010_
R07221056,R07221056_,R07221056_
B10202170,B10202170_,B10202170_
R10631060,R10631060_,R10631060_
B09301047,B09301047_,B09301047_
B08A05032,B08A05032_,B08A05032_
R11123026,R11123026_,R11123026_
B08205015,B08205015_,B08205015_
R11A23006,R11A23006_,R11A23006_
B08501119,B08501119_,B08501119_
B09405020,B09405020_,B09405020_
R11529026,R11529026_,R11529026_
R10722039,R10722039_,R10722039_
B11704038,B11704038_,B11704038_
B11401109,B11401109_,B11401109_
R10142013,R10142013_,R10142013_
B11701039,B11701039_,B11701039_
B11701039,B11701039_,B11701039_
B10808004,B10808004_,B10808004_
B10904009,B10904009_,B10904009_
B09901108,B09901108_,B09901108_
B11902091,B11902091_,B11902091_
B11612142,B11612142_,B11612142_
R11942019,R11942019_,R11942019_
R11942217,R11942217_,R11942217_
B10901231,B10901231_,B10901231_
B08501015,B08501015_,B08501015_
R11942010,R11942010_,R11942010_
B08312261,B08312261_,B08312261_
B09408037,B09408037_,B09408037_
B07101075,B07101075_,B07101075_
B10301153,B10301153_,B10301153_
B11605004,B11605004_,B11605004_
R10225033,R10225033_,R10225033_
B10611A01,B10611A01_,B10611A01_
B10201011,B10201011_,B10201011_
B06207030,B06207030_,B06207030_
R10222039,R10222039_,R10222039_
B10605014,B10605014_,B10605014_
B11402036,B11402036_,B11402036_
B09908004,B09908004_,B09908004_
B09505033,B09505033_,B09505033_
B09504009,B09504009_,B09504009_
B11601066,B11601066_,B11601066_
B10901024,B10901024_,B10901024_
R09421141,R09421141_,R09421141_
R10A21006,R10A21006_,R10A21006_
R11948003,R11948003_,R11948003_
B11611011,B11611011_,B11611011_
B08903006,B08903006_,B08903006_
R10943022,R10943022_,R10943022_
B11202115,B11202115_,B11202115_
B11311231,B11311231_,B11311231_
B10A01043,B10A01043_,B10A01043_
B10101045,B10101045_,B10101045_
B10504009,B10504009_,B10504009_
B11209021,B11209021_,B11209021_
B11407019,B11407019_,B11407019_
B10B05032,B10B05032_,B10B05032_
B10105036,B10105036_,B10105036_
B11503012,B11503012_,B11503012_
B11305009,B11305009_,B11305009_
B08A01056,B08A01056_,B08A01056_
B09807210,B09807210_,B09807210_
B11613044,B11613044_,B11613044_
B09A03042,B09A03042_,B09A03042_
B09509021,B09509021_,B09509021_
B08909026,B08909026_,B08909026_
D05945004,D05945004_,D05945004_
B09602055,B09602055_,B09602055_
B07101037,B07101037_,B07101037_
R10522039,R10522039_,R10522039_
B11403068,B11403068_,B11403068_
B10408006,B10408006_,B10408006_
B09103152,B09103152_,B09103152_
B11201018,B11201018_,B11201018_
B08102115,B08102115_,B08102115_
R10442036,R10442036_,R10442036_
B10904051,B10904051_,B10904051_
B09803057,B09803057_,B09803057_
B10701365,B10701365_,B10701365_
B09404013,B09404013_,B09404013_
R11921808,R11921808_,R11921808_
B10611052,B10611052_,B10611052_
B10602033,B10602033_,B10602033_
B11201126,B11201126_,B11201126_
B09805028,B09805028_,B09805028_
B09602089,B09602089_,B09602089_
B09503055,B09503055_,B09503055_
B11901016,B11901016_,B11901016_
B09101066,B09101066_,B09101066_
R11621111,R11621111_,R11621111_
B11613006,B11613006_,B11613006_
B10901216,B10901216_,B10901216_
B10903020,B10903020_,B10903020_
R10645035,R10645035_,R10645035_
B10704016,B10704016_,B10704016_
D10627033,D10627033_,D10627033_
R11258032,R11258032_,R11258032_
D10628032,D10628032_,D10628032_
B10208015,B10208015_,B10208015_
B08105022,B08105022_,B08105022_
R11A21047,R11A21047_,R11A21047_
B08902010,B08902010_,B08902010_
B09703068,B09703068_,B09703068_
B06203039,B06203039_,B06203039_
B11615026,B11615026_,B11615026_
B11601011,B11601011_,B11601011_
B09609080,B09609080_,B09609080_
R10944013,R10944013_,R10944013_
B10305024,B10305024_,B10305024_
B09503008,B09503008_,B09503008_
B09802025,B09802025_,B09802025_
B09301365,B09301365_,B09301365_
B11602029,B11602029_,B11602029_
R10944013,R10944013_,R10944013_
B10107030,B10107030_,B10107030_
B09701001,B09701001_,B09701001_
B10105022,B10105022_,B10105022_
B10509080,B10509080_,B10509080_
B09611150,B09611150_,B09611150_
B11702302,B11702302_,B11702302_
B09603003,B09603003_,B09603003_
B09303003,B09303003_,B09303003_
B09300016,B09300016_,B09300016_
B11701102,B11701102_,B11701102_
B09901111,B09901111_,B09901111_
B08605015,B08605015_,B08605015_
B10305005,B10305005_,B10305005_
D05947210,D05947210_,D05947210_
B11607028,B11607028_,B11607028_
B11105003,B11105003_,B11105003_
B09506033,B09506033_,B09506033_
D01948015,D01948015_,D01948015_
B11601045,B11601045_,B11601045_
B09601048,B09601048_,B09601048_
B09703036,B09703036_,B09703036_
R09627036,R09627036_,R09627036_
B11705033,B11705033_,B11705033_
B10903137,B10903137_,B10903137_
B11701001,B11701001_,B11701001_
B09404016,B09404016_,B09404016_
B10703028,B10703028_,B10703028_
B11701120,B11701120_,B11701120_
R10521018,R10521018_,R10521018_
B10501097,B10501097_,B10501097_
D10624035,D10624035_,D10624035_
R11942109,R11942109_,R11942109_
B11402025,B11402025_,B11402025_
B10801207,B10801207_,B10801207_
B10902010,B10902010_,B10902010_
B09504038,B09504038_,B09504038_
B08506028,B08506028_,B08506028_
B10A01049,B10A01049_,B10A01049_
R11251026,R11251026_,R11251026_
R11621044,R11621044_,R11621044_
B07101017,B07101017_,B07101017_
R09942101,R09942101_,R09942101_
B09609080,B09609080_,B09609080_
B10901204,B10901204_,B10901204_
D09B49021,D09B49021_,D09B49021_
F08927030,F08927030_,F08927030_
B08701015,B08701015_,B08701015_
B10204016,B10204016_,B10204016_
B09601109,B09601109_,B09601109_
F10941150,F10941150_,F10941150_
B11904015,B11904015_,B11904015_
B11706015,B11706015_,B11706015_
B08A02029,B08A02029_,B08A02029_
B09602011,B09602011_,B09602011_
B11105034,B11105034_,B11105034_
B10701159,B10701159_,B10701159_
B09701159,B09701159_,B09701159_
B11402261,B11402261_,B11402261_
B12112151,B12112151_,B12112151_
R11521046,R11521046_,R11521046_
B06402009,B06402009_,B06402009_
D01943076,D01943076_,D01943076_
R11122125,R11122125_,R11122125_
B10701026,B10701026_,B10701026_
B11H08015,B11H08015_,B11H08015_
B11612036,B11612036_,B11612036_
F07442022,F07442022_,F07442022_
R11124093,R11124093_,R11124093_
B11201003,B11201003_,B11201003_
B09107057,B09107057_,B09107057_
B08107044,B08107044_,B08107044_
B10601140,B10601140_,B10601140_
R10521048,R10521048_,R10521048_
R11252160,R11252160_,R11252160_
B11607039,B11607039_,B11607039_
B08102036,B08102036_,B08102036_
F07442084,F07442084_,F07442084_
B10803082,B10803082_,B10803082_
B10601102,B10601102_,B10601102_
R11941018,R11941018_,R11941018_
B10702355,B10702355_,B10702355_
B07205003,B07205003_,B07205003_
B08801204,B08801204_,B08801204_
B10301029,B10301029_,B10301029_
B09501012,B09501012_,B09501012_
B11303142,B11303142_,B11303142_
R10542002,R10542002_,R10542002_
B09501082,B09501082_,B09501082_
R11H44204,R11H44204_,R11H44204_
B08318118,B08318118_,B08318118_
R10527019,R10527019_,R10527019_
B08611152,B08611152_,B08611152_
B09901039,B09901039_,B09901039_
B10102087,B10102087_,B10102087_
B09407039,B09407039_,B09407039_
B11601041,B11601041_,B11601041_
R11321092,R11321092_,R11321092_
B11502638,B11502638_,B11502638_
B11611029,B11611029_,B11611029_
B09102160,B09102160_,B09102160_
R09625016,R09625016_,R09625016_
F08522019,F08522019_,F08522019_
R11222006,R11222006_,R11222006_
B10707020,B10707020_,B10707020_
B08601043,B08601043_,B08601043_
R10942043,R10942043_,R10942043_
B11101016,B11101016_,B11101016_
B10502025,B10502025_,B10502025_
B10603003,B10603003_,B10603003_
B11501212,B11501212_,B11501212_
B11100016,B11100016_,B11100016_
R11H49080,R11H49080_,R11H49080_
R11923077,R11923077_,R11923077_
R11648032,R11648032_,R11648032_
B09507039,B09507039_,B09507039_
B10701346,B10701346_,B10701346_
B08901060,B08901060_,B08901060_
B09501153,B09501153_,B09501153_
B11101150,B11101150_,B11101150_
R10521216,R10521216_,R10521216_
B06201072,B06201072_,B06201072_
B10702605,B10702605_,B10702605_
B10A02016,B10A02016_,B10A02016_
B09706023,B09706023_,B09706023_
R10724013,R10724013_,R10724013_
B11603044,B11603044_,B11603044_
B07107054,B07107054_,B07107054_
R10524026,R10524026_,R10524026_
B09A01015,B09A01015_,B09A01015_
R10623032,R10623032_,R10623032_
R11520027,R11520027_,R11520027_
R10B42302,R10B42302_,R10B42302_
B11702125,B11702125_,B11702125_
B08703076,B08703076_,B08703076_
R11441092,R11441092_,R11441092_
R11526044,R11526044_,R11526044_
B11102010,B11102010_,B11102010_
B10501231,B10501231_,B10501231_
B11201141,B11201141_,B11201141_
B10A07039,B10A07039_,B10A07039_
B11701013,B11701013_,B11701013_
B11407033,B11407033_,B11407033_
B09304093,B09304093_,B09304093_
R11A27044,R11A27044_,R11A27044_
B11608015,B11608015_,B11608015_
B09504025,B09504025_,B09504025_
B11701204,B11701204_,B11701204_
R10B40039,R10B40039_,R10B40039_
B10202024,B10202024_,B10202024_
B06403057,B06403057_,B06403057_
R11621044,R11621044_,R11621044_
R11A23023,R11A23023_,R11A23023_
R11527039,R11527039_,R11527039_
B11405014,B11405014_,B11405014_
R09B21060,R09B21060_,R09B21060_
R08125032,R08125032_,R08125032_
R11942102,R11942102_,R11942102_
B11612125,B11612125_,B11612125_
B10402605,B10402605_,B10402605_
B11603003,B11603003_,B11603003_
B08207033,B08207033_,B08207033_
B08A01015,B08A01015_,B08A01015_
R10641031,R10641031_,R10641031_
B10107074,B10107074_,B10107074_
B11611101,B11611101_,B11611101_
T11305015,T11305015_,T11305015_
R11943055,R11943055_,R11943055_
B10701212,B10701212_,B10701212_
B10302022,B10302022_,B10302022_
R11621053,R11621053_,R11621053_
B07A03044,B07A03044_,B07A03044_
B09906035,B09906035_,B09906035_
B11704204,B11704204_,B11704204_
B11307036,B11307036_,B11307036_
R10521040,R10521040_,R10521040_
B10502005,B10502005_,B10502005_
R09622013,R09622013_,R09622013_
B11701119,B11701119_,B11701119_
R11941072,R11941072_,R11941072_
B11502004,B11502004_,B11502004_
R11122127,R11122127_,R11122127_
B10302010,B10302010_,B10302010_
B11601102,B11601102_,B11601102_
B11602002,B11602002_,B11602002_
B10403020,B10403020_,B10403020_
D01944026,D01944026_,D01944026_
R11251024,R11251024_,R11251024_
B09402083,B09402083_,B09402083_
B10202021,B10202021_,B10202021_
B11503010,B11503010_,B11503010_
B08509021,B08509021_,B08509021_
B09505020,B09505020_,B09505020_
B10B02029,B10B02029_,B10B02029_
B09302013,B09302013_,B09302013_
B11502034,B11502034_,B11502034_
B09400027,B09400027_,B09400027_
B10A01231,B10A01231_,B10A01231_
B10201015,B10201015_,B10201015_
R10148015,R10148015_,R10148015_
B10601053,B10601053_,B10601053_
B11610027,B11610027_,B11610027_
B09401079,B09401079_,B09401079_
B11208015,B11208015_,B11208015_
R10522010,R10522010_,R10522010_
B10501043,B10501043_,B10501043_
B11903026,B11903026_,B11903026_
R11642339,R11642339_,R11642339_
B08502037,B08502037_,B08502037_
B09402043,B09402043_,B09402043_
B08702101,B08702101_,B08702101_
B09508004,B09508004_,B09508004_
F10948032,F10948032_,F10948032_
B11909021,B11909021_,B11909021_
D03941052,D03941052_,D03941052_
B09701101,B09701101_,B09701101_
B10804070,B10804070_,B10804070_
B10305015,B10305015_,B10305015_
R10547A03,R10547A03_,R10547A03_
B07107033,B07107033_,B07107033_
B08508053,B08508053_,B08508053_
B08707054,B08707054_,B08707054_
R10144038,R10144038_,R10144038_
B09302142,B09302142_,B09302142_
B10603055,B10603055_,B10603055_
B10602170,B10602170_,B10602170_
R11622037,R11622037_,R11622037_
B11202031,B11202031_,B11202031_
B11H01066,B11H01066_,B11H01066_
B10701070,B10701070_,B10701070_
R10442150,R10442150_,R10442150_
B11202043,B11202043_,B11202043_
B10601A01,B10601A01_,B10601A01_
R11642011,R11642011_,R11642011_
R11123023,R11123023_,R11123023_
B11107A03,B11107A03_,B11107A03_
B11101001,B11101001_,B11101001_
B09904012,B09904012_,B09904012_
R11523020,R11523020_,R11523020_
R11621309,R11621309_,R11621309_
B09302055,B09302055_,B09302055_
B11611048,B11611048_,B11611048_
B08207054,B08207054_,B08207054_
B08A01004,B08A01004_,B08A01004_
B09903044,B09903044_,B09903044_
B09401004,B09401004_,B09401004_
B09901057,B09901057_,B09901057_
B11H02039,B11H02039_,B11H02039_
B08806020,B08806020_,B08806020_
B11401098,B11401098_,B11401098_
B11302056,B11302056_,B11302056_
B11604016,B11604016_,B11604016_
B11204013,B11204013_,B11204013_
B11608037,B11608037_,B11608037_
B09601309,B09601309_,B09601309_
B11701365,B11701365_,B11701365_
R09B22028,R09B22028_,R09B22028_
B10703008,B10703008_,B10703008_
B09303040,B09303040_,B09303040_
B09901101,B09901101_,B09901101_
R11254009,R11254009_,R11254009_
B10303028,B10303028_,B10303028_
B11705016,B11705016_,B11705016_
B10707030,B10707030_,B10707030_
B11302717,B11302717_,B11302717_
R10444204,R10444204_,R10444204_
B11708015,B11708015_,B11708015_
B10201259,B10201259_,B10201259_
R11642009,R11642009_,R11642009_
B11501140,B11501140_,B11501140_
B10101150,B10101150_,B10101150_
B10401015,B10401015_,B10401015_
R10A23020,R10A23020_,R10A23020_
R11949015,R11949015_,R11949015_
R11522102,R11522102_,R11522102_
B10508023,B10508023_,B10508023_
B09105003,B09105003_,B09105003_
B09809021,B09809021_,B09809021_
B08102002,B08102002_,B08102002_
B10603133,B10603133_,B10603133_
R10541102,R10541102_,R10541102_
B09501026,B09501026_,B09501026_
R11941111,R11941111_,R11941111_
B10404012,B10404012_,B10404012_
B11503040,B11503040_,B11503040_
B09902043,B09902043_,B09902043_
B09908312,B09908312_,B09908312_
B09604047,B09604047_,B09604047_
R11255036,R11255036_,R11255036_
B10301153,B10301153_,B10301153_
B10305005,B10305005_,B10305005_
B11601004,B11601004_,B11601004_
B08503032,B08503032_,B08503032_
B08612010,B08612010_,B08612010_
B10707023,B10707023_,B10707023_
B10612355,B10612355_,B10612355_
R10631037,R10631037_,R10631037_
B11905034,B11905034_,B11905034_
D10624051,D10624051_,D10624051_
B09906035,B09906035_,B09906035_
B07108004,B07108004_,B07108004_
B10702717,B10702717_,B10702717_
B11602302,B11602302_,B11602302_
B11903038,B11903038_,B11903038_
R10922014,R10922014_,R10922014_
B11705035,B11705035_,B11705035_
R10943039,R10943039_,R10943039_
B11104016,B11104016_,B11104016_
B10202056,B10202056_,B10202056_
B10308023,B10308023_,B10308023_
F07440012,F07440012_,F07440012_
B09100027,B09100027_,B09100027_
B10601044,B10601044_,B10601044_
B09802339,B09802339_,B09802339_
R11523137,R11523137_,R11523137_
R11645036,R11645036_,R11645036_
B09608056,B09608056_,B09608056_
R10521045,R10521045_,R10521045_
B09703042,B09703042_,B09703042_
R10525055,R10525055_,R10525055_
B10604025,B10604025_,B10604025_
B09906015,B09906015_,B09906015_
B09603015,B09603015_,B09603015_
B08901004,B08901004_,B08901004_
B08505033,B08505033_,B08505033_
B10202083,B10202083_,B10202083_
R11625055,R11625055_,R11625055_
B08501006,B08501006_,B08501006_
R07223142,R07223142_,R07223142_
B11901216,B11901216_,B11901216_
B11908032,B11908032_,B11908032_
B11612043,B11612043_,B11612043_
B11602027,B11602027_,B11602027_
B10903008,B10903008_,B10903008_
B11101068,B11101068_,B11101068_
B09804013,B09804013_,B09804013_
R10246005,R10246005_,R10246005_
R10945034,R10945034_,R10945034_
B08608056,B08608056_,B08608056_
R10221347,R10221347_,R10221347_
B10501091,B10501091_,B10501091_
B08302056,B08302056_,B08302056_
B11202160,B11202160_,B11202160_
R11H44013,R11H44013_,R11H44013_
B11403137,B11403137_,B11403137_
B11904070,B11904070_,B11904070_
B08201006,B08201006_,B08201006_
B11701070,B11701070_,B11701070_
B11401001,B11401001_,B11401001_
B10303009,B10303009_,B10303009_
R10522101,R10522101_,R10522101_
R10541015,R10541015_,R10541015_
R10527054,R10527054_,R10527054_
B10601022,B10601022_,B10601022_
R11523012,R11523012_,R11523012_
B11705005,B11705005_,B11705005_
B10203048,B10203048_,B10203048_
B11901240,B11901240_,B11901240_
B11607054,B11607054_,B11607054_
B07104017,B07104017_,B07104017_
B11402010,B11402010_,B11402010_
R10923040,R10923040_,R10923040_
B11801037,B11801037_,B11801037_
R11641073,R11641073_,R11641073_
B09301102,B09301102_,B09301102_
B08501049,B08501049_,B08501049_
B11701052,B11701052_,B11701052_
B09501025,B09501025_,B09501025_
B11408024,B11408024_,B11408024_
T11303036,T11303036_,T11303036_
R10143048,R10143048_,R10143048_
B10301025,B10301025_,B10301025_
B11701024,B11701024_,B11701024_
B06203068,B06203068_,B06203068_
B10501041,B10501041_,B10501041_
F10943068,F10943068_,F10943068_
B10302151,B10302151_,B10302151_
B09506041,B09506041_,B09506041_
B10A02102,B10A02102_,B10A02102_
B11408015,B11408015_,B11408015_
B10102089,B10102089_,B10102089_
B11301111,B11301111_,B11301111_
R11442824,R11442824_,R11442824_
B08A05039,B08A05039_,B08A05039_
B11201004,B11201004_,B11201004_
B11501212,B11501212_,B11501212_
B11205014,B11205014_,B11205014_
R10527022,R10527022_,R10527022_
B09602039,B09602039_,B09602039_
B10302126,B10302126_,B10302126_
B10803118,B10803118_,B10803118_
R10622160,R10622160_,R10622160_
B10201097,B10201097_,B10201097_
R11228037,R11228037_,R11228037_
B10A07021,B10A07021_,B10A07021_
B10301001,B10301001_,B10301001_
B11101153,B11101153_,B11101153_
B10402084,B10402084_,B10402084_
B09401066,B09401066_,B09401066_
B10208003,B10208003_,B10208003_
R11621037,R11621037_,R11621037_
B07205024,B07205024_,B07205024_
R10947074,R10947074_,R10947074_
B10400039,B10400039_,B10400039_
B10707021,B10707021_,B10707021_
B09A01217,B09A01217_,B09A01217_
R11641041,R11641041_,R11641041_
B11502101,B11502101_,B11502101_
B11201120,B11201120_,B11201120_
B11601011,B11601011_,B11601011_
R10541204,R10541204_,R10541204_
B09405033,B09405033_,B09405033_
D03949026,D03949026_,D03949026_
R10943020,R10943020_,R10943020_
B11307036,B11307036_,B11307036_
R09421347,R09421347_,R09421347_
R11H40012,R11H40012_,R11H40012_
B06201091,B06201091_,B06201091_
B10601097,B10601097_,B10601097_
B09402083,B09402083_,B09402083_
B06409007,B06409007_,B06409007_
B08702010,B08702010_,B08702010_
B10502115,B10502115_,B10502115_
B11101150,B11101150_,B11101150_
B10801046,B10801046_,B10801046_
B08505009,B08505009_,B08505009_
B09403006,B09403006_,B09403006_
B08617039,B08617039_,B08617039_
R11741061,R11741061_,R11741061_
B09A05005,B09A05005_,B09A05005_
B11611011,B11611011_,B11611011_
B10401079,B10401079_,B10401079_
R10521016,R10521016_,R10521016_
D10627074,D10627074_,D10627074_
R09621057,R09621057_,R09621057_
B11205060,B11205060_,B11205060_
B10901011,B10901011_,B10901011_
B10A00039,B10A00039_,B10A00039_
B11209080,B11209080_,B11209080_
B11B02010,B11B02010_,B11B02010_
B10902125,B10902125_,B10902125_
R11521A01,R11521A01_,R11521A01_
R10221150,R10221150_,R10221150_
R10A21052,R10A21052_,R10A21052_
D03941020,D03941020_,D03941020_
B10309015,B10309015_,B10309015_
B07102033,B07102033_,B07102033_
B11707027,B11707027_,B11707027_
B09503118,B09503118_,B09503118_
B09506044,B09506044_,B09506044_
B10501073,B10501073_,B10501073_
R10223008,R10223008_,R10223008_
B10A07027,B10A07027_,B10A07027_
B10308015,B10308015_,B10308015_
R11321056,R11321056_,R11321056_
B11707074,B11707074_,B11707074_
B11H08118,B11H08118_,B11H08118_
R11620016,R11620016_,R11620016_
D09B42027,D09B42027_,D09B42027_
B09601022,B09601022_,B09601022_
B09905028,B09905028_,B09905028_
B10101365,B10101365_,B10101365_
R10521011,R10521011_,R10521011_
R10444035,R10444035_,R10444035_
B10204015,B10204015_,B10204015_
B11303028,B11303028_,B11303028_
R11743044,R11743044_,R11743044_
B11401126,B11401126_,B11401126_
B11315017,B11315017_,B11315017_
B10A02055,B10A02055_,B10A02055_
R10A21048,R10A21048_,R10A21048_
B09901056,B09901056_,B09901056_
R11122109,R11122109_,R11122109_
B11614070,B11614070_,B11614070_
B11615017,B11615017_,B11615017_
B09901072,B09901072_,B09901072_
R11922102,R11922102_,R11922102_
B06201046,B06201046_,B06201046_
B11B07027,B11B07027_,B11B07027_
R11745034,R11745034_,R11745034_
R08124013,R08124013_,R08124013_
B11101037,B11101037_,B11101037_
B11602717,B11602717_,B11602717_
B10702016,B10702016_,B10702016_
B11611165,B11611165_,B11611165_
B10908032,B10908032_,B10908032_
B11612717,B11612717_,B11612717_
R10941168,R10941168_,R10941168_
B09604093,B09604093_,B09604093_
B11901024,B11901024_,B11901024_
B11312126,B11312126_,B11312126_
B09902029,B09902029_,B09902029_
B10702339,B10702339_,B10702339_
B08801120,B08801120_,B08801120_
B10302014,B10302014_,B10302014_
B11604035,B11604035_,B11604035_
B11702014,B11702014_,B11702014_
R11622009,R11622009_,R11622009_
B09102005,B09102005_,B09102005_
B08201079,B08201079_,B08201079_
B10302129,B10302129_,B10302129_
B11602339,B11602339_,B11602339_
B11301068,B11301068_,B11301068_
R10641231,R10641231_,R10641231_
B10B05007,B10B05007_,B10B05007_
B11902170,B11902170_,B11902170_
B09803049,B09803049_,B09803049_
B11504047,B11504047_,B11504047_
B09603116,B09603116_,B09603116_
R09427044,R09427044_,R09427044_
B10501052,B10501052_,B10501052_
B10601019,B10601019_,B10601019_
B11706028,B11706028_,B11706028_
B09102031,B09102031_,B09102031_
B09103015,B09103015_,B09103015_
B10203045,B10203045_,B10203045_
R10722055,R10722055_,R10722055_
B08611037,B08611037_,B08611037_
B09902355,B09902355_,B09902355_
B08103082,B08103082_,B08103082_
R11923065,R11923065_,R11923065_
B10601015,B10601015_,B10601015_
R11527052,R11527052_,R11527052_
B08906020,B08906020_,B08906020_
B08614204,B08614204_,B08614204_
B10502043,B10502043_,B10502043_
B11501066,B11501066_,B11501066_
R11228024,R11228024_,R11228024_
B11605007,B11605007_,B11605007_
B10701068,B10701068_,B10701068_
R10527052,R10527052_,R10527052_
R11H41365,R11H41365_,R11H41365_
R11H43042,R11H43042_,R11H43042_
R11641003,R11641003_,R11641003_
B09A08053,B09A08053_,B09A08053_
B11602009,B11602009_,B11602009_
B11901141,B11901141_,B11901141_
R11521031,R11521031_,R11521031_
B10405004,B10405004_,B10405004_
B08501046,B08501046_,B08501046_
B10802102,B10802102_,B10802102_
B09501072,B09501072_,B09501072_
B10A04034,B10A04034_,B10A04034_
B11602100,B11602100_,B11602100_
B10402043,B10402043_,B10402043_
R10941150,R10941150_,R10941150_
B08311066,B08311066_,B08311066_
B11H01111,B11H01111_,B11H01111_
B08704025,B08704025_,B08704025_
B08611109,B08611109_,B08611109_
B09101052,B09101052_,B09101052_
B10501018,B10501018_,B10501018_
B09508024,B09508024_,B09508024_
B09A03057,B09A03057_,B09A03057_
R10221039,R10221039_,R10221039_
F09448015,F09448015_,F09448015_
R09423026,R09423026_,R09423026_
F07441153,F07441153_,F07441153_
B10901060,B10901060_,B10901060_
B06406041,B06406041_,B06406041_
B08801022,B08801022_,B08801022_
R11121240,R11121240_,R11121240_
R10927044,R10927044_,R10927044_
T11302006,T11302006_,T11302006_
D03945015,D03945015_,D03945015_
B11401022,B11401022_,B11401022_
B09204047,B09204047_,B09204047_
B09402125,B09402125_,B09402125_
B10601006,B10601006_,B10601006_
B08A08015,B08A08015_,B08A08015_
B10A05024,B10A05024_,B10A05024_
B10702039,B10702039_,B10702039_
B11607057,B11607057_,B11607057_
B11703116,B11703116_,B11703116_
R11124004,R11124004_,R11124004_
B09303010,B09303010_,B09303010_
R10621029,R10621029_,R10621029_
R11623150,R11623150_,R11623150_
B11408053,B11408053_,B11408053_
D10624119,D10624119_,D10624119_
B10202024,B10202024_,B10202024_
B11604015,B11604015_,B11604015_
B10204004,B10204004_,B10204004_
B10202022,B10202022_,B10202022_
B08201066,B08201066_,B08201066_
B11301347,B11301347_,B11301347_
B10905017,B10905017_,B10905017_
B09A01004,B09A01004_,B09A01004_
B09401330,B09401330_,B09401330_
B09505004,B09505004_,B09505004_
R11128312,R11128312_,R11128312_
R10521066,R10521066_,R10521066_
R10522016,R10522016_,R10522016_
B11602605,B11602605_,B11602605_
